date,time,ID,refl_rad_min,refl_rad_avg,refl_rad_max,in_rad_min,in_rad_avg,in_rad_max
3/24/20,11:36:41,200324_FAL_A_2,176,181.2,182,755,775.05,778
3/24/20,11:37:41,200324_FAL_A_2,180,181.61,183,764,774.66,780
3/24/20,11:38:41,200324_FAL_A_2,183,183.63,184,780,782.2,784
3/24/20,11:39:41,200324_FAL_A_2,182,183.51,185,779,782.96,786
3/24/20,11:40:41,200324_FAL_A_2,180,183.48,185,767,782.46,788
3/24/20,11:41:41,200324_FAL_A_2,182,184.23,185,779,786.18,789
3/24/20,11:42:41,200324_FAL_A_2,182,184.43,187,776,786.51,794
3/24/20,11:43:41,200324_FAL_A_2,186,186.46,187,793,794.56,795
3/24/20,11:44:41,200324_FAL_A_2,186,186.71,188,795,796.43,798
3/24/20,11:48:41,200324_FAL_A_4,190,194.68,197,474,804.31,848
3/24/20,11:49:41,200324_FAL_A_4,197,197,197,808,808.95,810
3/24/20,11:50:41,200324_FAL_A_4,197,197.98,198,810,811.18,812
3/24/20,11:51:41,200324_FAL_A_4,198,198.1,199,812,812.85,814
3/24/20,11:52:41,200324_FAL_A_4,198,199.05,200,813,815.11,817
3/24/20,11:53:41,200324_FAL_A_4,198,199.06,201,815,816.5,818
3/24/20,11:54:41,200324_FAL_A_4,199,199.65,200,817,818.7,820
3/24/20,11:55:41,200324_FAL_A_4,199,200.06,201,819,820.55,822
3/24/20,11:56:41,200324_FAL_A_4,200,200.91,202,822,823.56,825
3/24/20,11:57:41,200324_FAL_A_4,201,201.56,203,824,826.08,828
3/24/20,11:58:41,200324_FAL_A_4,202,202.88,204,828,830.68,832
3/24/20,11:59:41,200324_FAL_A_4,202,202.8,203,831,831.73,832
3/24/20,12:00:41,200324_FAL_A_4,202,202.7,203,832,832.75,834
3/24/20,12:01:41,200324_FAL_A_4,203,203.35,204,833,834.06,836
3/24/20,12:02:41,200324_FAL_A_4,203,204.06,205,836,836.7,838
3/24/20,12:03:41,200324_FAL_A_4,203,203.7,204,835,835.98,837
3/24/20,12:04:41,200324_FAL_A_4,204,204.43,205,836,838.61,841
3/24/20,12:05:41,200324_FAL_A_4,204,204.25,206,839,840.1,841
3/24/20,12:06:41,200324_FAL_A_4,204,204.6,206,841,842.83,844
3/24/20,12:07:41,200324_FAL_A_4,204,205.05,206,843,845.23,846
3/24/20,12:08:41,200324_FAL_A_4,203,205.01,207,840,845.08,849
3/24/20,12:09:41,200324_FAL_A_4,204,205.88,207,840,847.71,851
3/24/20,12:10:41,200324_FAL_A_4,207,207.11,208,851,852.76,854
3/24/20,12:11:41,200324_FAL_A_4,206,207.26,208,852,853.48,856
3/24/20,12:12:41,200324_FAL_A_4,206,207.48,208,853,855.45,858
3/24/20,12:13:41,200324_FAL_A_4,207,207.96,209,857,857.95,859
3/24/20,12:14:41,200324_FAL_A_4,208,208.9,209,859,860.4,861
3/24/20,12:15:41,200324_FAL_A_4,208,208.93,210,861,861.4,862
3/24/20,12:16:41,200324_FAL_A_4,208,209.16,210,861,863,864
3/24/20,12:17:41,200324_FAL_A_4,208,208.9,209,863,864.13,865
3/24/20,12:23:41,200324_TRI_B_4,163,164.58,168,732,868.5,875
3/24/20,12:24:41,200324_TRI_B_4,163,163.73,165,874,876.13,878
3/24/20,12:25:41,200324_TRI_B_4,163,163.63,164,876,876.58,878
3/24/20,12:26:41,200324_TRI_B_4,163,163.86,165,876,877.6,879
3/24/20,12:27:41,200324_TRI_B_4,164,164.51,165,878,878.58,880
3/24/20,12:28:41,200324_TRI_B_4,164,164.96,166,879,879.68,882
3/24/20,12:29:41,200324_TRI_B_4,165,165.11,166,881,882.01,883
3/24/20,12:30:41,200324_TRI_B_4,165,166.48,168,883,884.66,886
3/24/20,12:31:41,200324_TRI_B_4,165,166.06,167,885,885.6,887
3/24/20,12:32:41,200324_TRI_B_4,165,165.61,166,885,885.8,888
3/24/20,12:33:41,200324_TRI_B_4,166,166.5,168,887,888.03,889
3/24/20,12:34:41,200324_TRI_B_4,166,167.08,169,888,889.63,891
3/24/20,12:35:41,200324_TRI_B_4,165,166.35,167,887,890.53,892
3/24/20,12:36:41,200324_TRI_B_4,166,166.31,167,891,891.5,892
3/24/20,12:37:41,200324_TRI_B_4,166,166.7,168,890,892.16,893
3/24/20,12:38:41,200324_TRI_B_4,165,166.35,167,887,892.6,895
3/24/20,12:39:41,200324_TRI_B_4,166,167.58,169,884,893.8,897
3/24/20,12:40:41,200324_TRI_B_4,168,169.15,170,896,898.15,899
3/24/20,12:41:41,200324_TRI_B_4,168,168.45,169,898,899.21,902
3/24/20,12:42:41,200324_TRI_B_4,168,168.7,170,898,902.16,904
3/24/20,12:43:41,200324_TRI_B_4,169,169.13,170,904,904.51,905
3/24/20,12:44:41,200324_TRI_B_4,169,169.9,172,904,906.7,908
3/24/20,12:45:41,200324_TRI_B_4,170,170.05,171,907,908.65,909
3/24/20,12:46:41,200324_TRI_B_4,169,169.26,170,909,909.25,910
3/24/20,12:47:41,200324_TRI_B_4,169,169.6,171,907,909.51,912
3/24/20,12:48:41,200324_TRI_B_4,169,170.53,172,908,910.9,912
3/24/20,12:49:41,200324_TRI_B_4,170,171.33,173,908,912.45,915
3/24/20,12:50:41,200324_TRI_B_4,159,169.53,172,907,910.18,914
3/24/20,12:51:41,200324_TRI_B_4,156,165.55,170,895,909.38,914
3/24/20,12:52:41,200324_TRI_B_4,136,162.6,171,647,914.65,1069
3/24/20,12:53:41,200324_TRI_B_3,156,161.48,163,823,914.41,935
3/24/20,12:54:41,200324_TRI_B_3,160,161.76,164,906,914.05,921
3/24/20,12:55:41,200324_TRI_B_3,163,165.51,168,919,921.55,923
3/24/20,12:56:41,200324_TRI_B_3,163,166.31,173,909,921.88,925
3/24/20,12:57:41,200324_TRI_B_3,163,164.75,166,914,922.66,925
3/24/20,12:58:41,200324_TRI_B_3,164,165.66,168,912,922.63,924
3/24/20,12:59:41,200324_TRI_B_3,163,164.63,166,915,922.06,926
3/24/20,13:00:41,200324_TRI_B_3,162,163.38,165,916,921.7,926
3/24/20,13:01:41,200324_TRI_B_3,164,164.41,165,925,926.3,928
3/24/20,13:02:41,200324_TRI_B_3,164,164.83,166,927,927.61,928
3/24/20,13:03:41,200324_TRI_B_3,164,165.23,167,928,928.05,929
3/24/20,13:04:41,200324_TRI_B_3,165,165.61,167,858,914.35,929
3/24/20,13:05:41,200324_TRI_B_3,165,165.28,166,904,914.51,922
3/24/20,13:06:41,200324_TRI_B_3,165,165.43,167,915,923.26,929
3/24/20,13:07:41,200324_TRI_B_3,165,165.26,167,927,930.21,932
3/24/20,13:08:41,200324_TRI_B_3,164,165.08,166,930,931.46,933
3/24/20,13:09:41,200324_TRI_B_3,163,164.2,165,928,930.85,933
3/24/20,13:10:41,200324_TRI_B_3,164,165.05,166,932,932.31,933
3/24/20,13:11:41,200324_TRI_B_3,165,165.01,166,932,932.45,933
3/24/20,13:12:41,200324_TRI_B_3,163,163.93,165,929,930.18,932
3/24/20,13:13:41,200324_TRI_B_3,164,164.35,165,931,932.53,934
3/24/20,13:14:41,200324_TRI_B_3,164,165.08,166,933,934.43,936
3/24/20,13:15:41,200324_TRI_B_3,164,165.56,167,936,936.41,937
3/24/20,13:16:41,200324_TRI_B_3,165,165.85,166,937,937.75,938
3/24/20,13:17:41,200324_TRI_B_3,165,165.85,166,937,937.68,938
3/24/20,13:18:41,200324_TRI_B_3,165,166.05,167,937,937.9,939
3/24/20,13:19:41,200324_TRI_B_3,165,165.9,166,933,936.45,938
3/24/20,13:20:41,200324_TRI_B_3,165,167.55,171,926,938.78,943
3/24/20,13:21:41,200324_TRI_B_3,166,167.9,172,925,942.03,946
3/24/20,13:22:41,200324_TRI_B_3,169,170.31,173,944,945.06,946
3/24/20,13:29:41,200324_FAL_B_3,225,225.53,226,942,943.71,947
3/24/20,13:30:41,200324_FAL_B_3,226,226.26,227,941,941.86,943
3/24/20,13:31:41,200324_FAL_B_3,226,226.65,228,938,940.38,943
3/24/20,13:32:41,200324_FAL_B_3,228,228.96,230,943,945.85,948
3/24/20,13:33:41,200324_FAL_B_3,228,229.23,230,946,947.78,950
3/24/20,13:34:41,200324_FAL_B_3,229,229.68,230,948,948.65,949
3/24/20,13:35:41,200324_FAL_B_3,227,228.26,229,946,947.08,948
3/24/20,13:36:41,200324_FAL_B_3,227,227.85,228,945,945.91,947
3/24/20,13:37:41,200324_FAL_B_3,227,228.11,229,945,946,947
3/24/20,13:38:41,200324_FAL_B_3,228,229.03,230,946,946.96,948
3/24/20,13:39:41,200324_FAL_B_3,228,228.98,230,947,947.21,948
3/24/20,13:40:41,200324_FAL_B_3,227,227.38,229,944,945.13,947
3/24/20,13:41:41,200324_FAL_B_3,227,227.65,229,944,944.95,947
3/24/20,13:42:41,200324_FAL_B_3,227,228.01,229,945,946.6,948
3/24/20,13:43:41,200324_FAL_B_3,227,228.3,229,946,947.75,949
3/24/20,13:44:41,200324_FAL_B_3,227,228.61,230,947,948.63,950
3/24/20,13:45:41,200324_FAL_B_3,227,227.43,228,946,946.61,947
3/24/20,13:46:41,200324_FAL_B_3,228,228.6,229,947,948.35,949
3/24/20,13:47:41,200324_FAL_B_3,228,229.76,231,948,950.93,952
3/24/20,13:48:41,200324_FAL_B_3,230,230.8,232,951,952.76,955
3/24/20,13:49:41,200324_FAL_B_3,230,231.35,233,953,954.61,956
3/24/20,13:50:41,200324_FAL_B_3,230,230.15,231,951,952.36,953
3/24/20,13:51:41,200324_FAL_B_3,229,229.91,230,950,951.88,953
3/24/20,13:52:41,200324_FAL_B_3,228,228.75,229,949,949.28,950
3/24/20,13:53:41,200324_FAL_B_3,228,228.65,229,949,949.43,950
3/24/20,13:54:41,200324_FAL_B_3,229,229.23,230,949,949.43,951
3/24/20,13:55:41,200324_FAL_B_3,230,230,230,951,951.95,953
3/24/20,13:56:41,200324_FAL_B_3,228,228.93,230,949,949.93,951
3/24/20,13:57:41,200324_FAL_B_3,228,228.48,229,948,949,950
3/24/20,13:58:41,200324_FAL_B_3,228,228.13,229,947,948.2,949
3/24/20,14:10:41,200324_FAL_B_4,223,223.13,224,946,946.91,948
3/24/20,14:11:41,200324_FAL_B_4,223,223.05,224,945,945.73,946
3/24/20,14:12:41,200324_FAL_B_4,224,224.75,225,946,947.76,949
3/24/20,14:13:41,200324_FAL_B_4,224,224.03,225,946,946.81,948
3/24/20,14:14:41,200324_FAL_B_4,223,223.6,224,943,944.71,946
3/24/20,14:15:41,200324_FAL_B_4,223,223.76,224,944,945.1,946
3/24/20,14:16:41,200324_FAL_B_4,223,224.16,225,943,945.35,946
3/24/20,14:17:41,200324_FAL_B_4,223,223.73,224,943,943.23,944
3/24/20,14:18:41,200324_FAL_B_4,223,224.33,225,943,943.78,945
3/24/20,14:19:41,200324_FAL_B_4,223,223.63,224,934,942.66,944
3/24/20,14:20:41,200324_FAL_B_4,222,223.41,224,941,942.13,943
3/24/20,14:21:41,200324_FAL_B_4,223,223.65,224,940,941.63,943
3/24/20,14:22:41,200324_FAL_B_4,223,223.25,224,940,940.45,941
3/24/20,14:23:41,200324_FAL_B_4,223,223.13,224,939,940.01,941
3/24/20,14:24:41,200324_FAL_B_4,223,223.88,225,939,940.4,942
3/24/20,14:25:41,200324_FAL_B_4,223,224.28,225,938,940.36,942
3/24/20,14:26:41,200324_FAL_B_4,223,223.86,225,937,938.73,940
3/24/20,14:27:41,200324_FAL_B_4,223,223.26,224,936,937.23,938
3/24/20,14:28:41,200324_FAL_B_4,222,222.51,223,934,935.03,936
3/24/20,14:29:41,200324_FAL_B_4,221,221.56,223,933,933.71,935
3/24/20,14:30:41,200324_FAL_B_4,221,222.16,223,934,934.08,935
3/24/20,14:31:41,200324_FAL_B_4,222,223.53,225,934,935.2,937
3/24/20,14:32:41,200324_FAL_B_4,222,222.55,224,934,935,937
3/24/20,14:33:41,200324_FAL_B_4,221,221.35,222,931,932.26,934
3/24/20,14:34:41,200324_FAL_B_4,221,221.26,222,931,931.76,933
3/24/20,14:35:41,200324_FAL_B_4,220,220.88,222,929,930.31,931
3/24/20,14:36:41,200324_FAL_B_4,221,221.23,222,930,930.95,932
3/24/20,14:37:41,200324_FAL_B_4,219,219.75,221,926,927.56,930
3/24/20,14:38:41,200324_FAL_B_4,219,220.01,221,925,926,927
3/24/20,14:39:41,200324_FAL_B_4,219,219.86,221,925,925.51,926
