date,time,ID,refl_rad_min,refl_rad_avg,refl_rad_max,in_rad_min,in_rad_avg,in_rad_max
3/19/20,10:25:24,200319_RYE_A_1,103,105.01,108,533,534.5,537
3/19/20,10:26:24,200319_RYE_A_1,103,105.63,111,537,538.28,540
3/19/20,10:27:24,200319_RYE_A_1,105,106.15,107,539,541.8,544
3/19/20,10:28:24,200319_RYE_A_1,106,106.43,108,543,544.73,547
3/19/20,10:29:24,200319_RYE_A_1,104,107.35,109,547,550.5,552
3/19/20,10:34:24,200319_TRI_A_1,99,112.43,122,132,540.7,595
3/19/20,10:35:24,200319_TRI_A_1,120,121.68,122,572,575.05,578
3/19/20,10:36:24,200319_TRI_A_1,121,121.98,123,577,578.85,581
3/19/20,10:37:24,200319_TRI_A_1,122,122.93,124,582,585.06,588
3/19/20,10:38:24,200319_TRI_A_1,123,124.25,125,588,592.15,596
3/19/20,10:39:24,200319_TRI_A_1,123,124.71,126,596,599.81,603
3/19/20,10:40:24,200319_TRI_A_1,118,124.96,127,569,601.43,609
3/19/20,10:41:24,200319_TRI_A_1,110,120.6,126,536,584.2,608
3/19/20,10:42:24,200319_TRI_A_1,126,128.3,129,607,616.68,621
3/19/20,10:43:24,200319_TRI_A_1,126,127.95,130,609,615.78,622
3/19/20,10:44:24,200319_TRI_A_1,128,129,130,616,621.31,627
3/19/20,10:45:24,200319_TRI_A_1,128,129.68,132,616,625.96,636
3/19/20,10:46:24,200319_TRI_A_1,131,132.9,134,636,642.56,650
3/19/20,10:47:24,200319_TRI_A_1,134,135.41,136,650,655.86,661
3/19/20,10:48:24,200319_TRI_A_1,136,137.48,138,661,666.46,670
3/19/20,10:49:24,200319_TRI_A_1,136,138.51,140,661,670.6,677
3/19/20,10:50:24,200319_TRI_A_1,139,140.06,141,678,678.58,681
3/19/20,10:51:24,200319_TRI_A_1,140,140.46,142,679,679.36,681
3/19/20,10:52:24,200319_TRI_A_1,133,136.71,140,645,663.08,679
3/19/20,10:53:24,200319_TRI_A_1,131,132.6,136,635,644.88,659
3/19/20,10:54:24,200319_TRI_A_1,119,129.05,134,582,628.05,653
3/19/20,10:55:24,200319_TRI_A_1,110,114.25,121,543,562.91,591
3/19/20,10:56:24,200319_TRI_A_1,107,110.38,113,526,544.16,558
3/19/20,10:57:24,200319_TRI_A_1,97,103.56,110,477,509.88,538
3/19/20,10:58:24,200319_TRI_A_1,93,97.51,103,459,480.9,507
3/19/20,10:59:24,200319_TRI_A_1,81,95.93,104,405,472.83,510
3/19/20,11:00:24,200319_TRI_A_1,78,84.03,92,388,418.95,454
3/19/20,11:01:24,200319_TRI_A_1,79,83.51,91,396,415.46,444
3/19/20,11:02:24,200319_TRI_A_1,87,95.35,103,436,472.38,506
3/19/20,11:03:24,200319_TRI_A_1,95,103.5,111,469,511.56,549
3/19/20,11:07:24,200319_FAL_A_1,50,59.8,65,211,492.45,559
3/19/20,11:08:24,200319_FAL_A_1,59,67.53,74,501,568.13,623
3/19/20,11:09:24,200319_FAL_A_1,44,53.96,70,380,461.95,591
3/19/20,11:10:24,200319_FAL_A_1,40,42.6,46,351,372.76,401
3/19/20,11:11:24,200319_FAL_A_1,39,41.33,48,342,364.25,414
3/19/20,11:12:24,200319_FAL_A_1,43,45.25,48,371,391.98,416
3/19/20,11:13:24,200319_FAL_A_1,46,49.85,54,398,428.75,459
3/19/20,11:14:24,200319_FAL_A_1,43,46.71,49,378,405.78,427
3/19/20,11:15:24,200319_FAL_A_1,46,58.6,69,406,501.05,584
3/19/20,11:16:24,200319_FAL_A_1,63,73.31,85,535,616.61,714
3/19/20,11:17:24,200319_FAL_A_1,86,89.55,93,711,742.46,770
3/19/20,11:18:24,200319_FAL_A_1,66,72.36,89,555,607.15,740
3/19/20,11:19:24,200319_FAL_A_1,45,57.05,70,396,490.28,595
3/19/20,11:20:24,200319_FAL_A_1,58,90.48,98,496,750.23,809
3/19/20,11:21:24,200319_FAL_A_1,46,67.6,91,405,576.56,753
3/19/20,11:22:24,200319_FAL_A_1,46,51.13,59,406,450.93,518
3/19/20,11:23:24,200319_FAL_A_1,45,64.86,94,401,559.21,790
3/19/20,11:24:24,200319_FAL_A_1,89,93.41,96,744,783.25,799
3/19/20,11:25:24,200319_FAL_A_1,80,84.91,92,671,714.08,771
3/19/20,11:26:24,200319_FAL_A_1,68,83.75,93,578,703.78,779
3/19/20,11:27:24,200319_FAL_A_1,33,46.46,67,300,410.41,575
3/19/20,11:28:24,200319_FAL_A_1,32,36.88,43,293,331.68,387
3/19/20,11:29:24,200319_FAL_A_1,32,35.01,44,288,315.85,386
3/19/20,11:30:24,200319_FAL_A_1,34,44.75,61,312,395.06,519
3/19/20,11:31:24,200319_FAL_A_1,43,54.08,69,380,468.03,582
3/19/20,11:32:24,200319_FAL_A_1,49,73.63,98,430,622.58,813
3/19/20,11:33:24,200319_FAL_A_1,93,106.68,113,771,884.73,940
3/19/20,11:34:24,200319_FAL_A_1,51,79.86,110,448,674.31,897
3/19/20,11:35:24,200319_FAL_A_1,41,57.73,75,370,503.4,633
3/19/20,11:36:24,200319_FAL_A_1,39,61.68,80,326,408.86,541
3/19/20,11:37:24,200319_TRI_B_1,70,86.36,114,258,377.83,486
3/19/20,11:38:24,200319_TRI_B_1,75,84.53,94,349,387.4,431
3/19/20,11:39:24,200319_TRI_B_1,78,85.7,92,349,387.2,417
3/19/20,11:40:24,200319_TRI_B_1,55,63.1,78,251,284.15,349
3/19/20,11:41:24,200319_TRI_B_1,54,56.03,59,246,253.98,268
3/19/20,11:42:24,200319_TRI_B_1,58,61.9,66,263,281.75,301
3/19/20,11:43:24,200319_TRI_B_1,62,64.83,67,281,295.06,306
3/19/20,11:44:24,200319_TRI_B_1,50,56.98,68,233,261.56,310
3/19/20,11:45:24,200319_TRI_B_1,61,86.45,110,284,396.1,498
3/19/20,11:46:24,200319_TRI_B_1,62,97.01,163,290,444.38,731
3/19/20,11:47:24,200319_TRI_B_1,66,130.36,201,308,593.85,907
3/19/20,11:48:24,200319_TRI_B_1,173,193.01,201,794,879.41,914
3/19/20,11:49:24,200319_TRI_B_1,86,155.81,183,407,717.61,836
3/19/20,11:50:24,200319_TRI_B_1,69,107.35,124,327,500.55,575
3/19/20,11:51:24,200319_TRI_B_1,106,138.55,183,497,641.06,843
3/19/20,11:52:24,200319_TRI_B_1,170,184.8,189,787,854.51,866
3/19/20,11:53:24,200319_TRI_B_1,131,175.68,184,627,818.45,855
3/19/20,11:54:24,200319_TRI_B_1,165,178.35,185,770,832.8,854
3/19/20,11:55:24,200319_TRI_B_1,163,172.51,178,767,808.1,826
3/19/20,11:56:24,200319_TRI_B_1,175,176.61,178,820,826.11,830
3/19/20,11:57:24,200319_TRI_B_1,174,175.16,180,824,824.95,826
3/19/20,11:58:24,200319_TRI_B_1,172,173.33,175,823,825.41,828
3/19/20,11:59:24,200319_TRI_B_1,173,174.1,176,825,826.98,828
3/19/20,12:00:24,200319_TRI_B_1,173,174.03,175,826,826.98,828
3/19/20,12:01:24,200319_TRI_B_1,172,173.23,176,826,827.01,828
3/19/20,12:02:24,200319_TRI_B_1,173,173.8,175,827,827.88,829
3/19/20,12:03:24,200319_TRI_B_1,172,173.21,174,828,828.26,829
3/19/20,12:04:24,200319_TRI_B_1,171,172.63,174,827,827.4,828
3/19/20,12:05:24,200319_TRI_B_1,170,171.7,173,828,828.93,832
3/19/20,12:06:24,200319_TRI_B_1,172,173.35,176,830,832,834
3/19/20,12:13:24,200319_FAL_B_1,102,125.28,135,630,856.95,1026
3/19/20,12:14:24,200319_FAL_B_1,127,129.98,137,455,839.31,868
3/19/20,12:15:24,200319_FAL_B_1,128,129.41,133,853,861.28,879
3/19/20,12:16:24,200319_FAL_B_1,132,134.06,136,876,888.83,899
3/19/20,12:17:24,200319_FAL_B_1,130,135.85,142,864,902.1,934
3/19/20,12:18:24,200319_FAL_B_1,142,142.86,144,934,946.88,955
3/19/20,12:19:24,200319_FAL_B_1,142,146.38,149,940,968.65,980
3/19/20,12:20:24,200319_FAL_B_1,140,146.66,150,925,966.46,987
3/19/20,12:21:24,200319_FAL_B_1,144,148.58,151,948,977.21,992
3/19/20,12:22:24,200319_FAL_B_1,114,133.68,147,766,884.08,973
3/19/20,12:23:24,200319_FAL_B_1,110,129.73,147,745,862.33,960
3/19/20,12:24:24,200319_FAL_B_1,128,142.95,155,861,946.53,1019
3/19/20,12:25:24,200319_FAL_B_1,122,146.06,160,823,965.53,1049
3/19/20,12:26:24,200319_FAL_B_1,152,155.05,158,991,1018.1,1036
3/19/20,12:27:24,200319_FAL_B_1,151,155.81,160,987,1018.11,1040
3/19/20,12:28:24,200319_FAL_B_1,131,146.03,156,871,961.18,1018
3/19/20,12:29:24,200319_FAL_B_1,144,151.43,155,944,989.13,1012
3/19/20,12:30:24,200319_FAL_B_1,148,152.58,155,951,984.08,997
3/19/20,12:31:24,200319_FAL_B_1,102,135.31,153,686,882.55,990
3/19/20,12:32:24,200319_FAL_B_1,42,79.73,103,303,540.1,682
3/19/20,12:33:24,200319_FAL_B_1,53,87.16,141,372,578.73,918
3/19/20,12:34:24,200319_FAL_B_1,136,143.3,150,882,932.71,972
3/19/20,12:35:24,200319_FAL_B_1,119,143.85,155,794,936.26,1005
3/19/20,12:36:24,200319_FAL_B_1,95,120.38,149,634,788.1,960
3/19/20,12:37:24,200319_FAL_B_1,89,114.26,141,592,747.25,918
3/19/20,12:38:24,200319_FAL_B_1,68,101.9,138,464,668.73,901
3/19/20,12:39:24,200319_FAL_B_1,71,118.06,157,487,769,1004
3/19/20,12:40:24,200319_FAL_B_1,70,111.66,156,475,728.31,996
3/19/20,12:41:24,200319_FAL_B_1,112,141.8,162,735,912.23,1031
3/19/20,12:42:24,200319_FAL_B_1,104,136.28,159,693,881.75,1021
3/19/20,12:48:24,200319_FAL_B_2,125,147.88,163,823,977.68,1088
3/19/20,12:49:24,200319_FAL_B_2,142,159.48,167,882,976.68,1018
3/19/20,12:50:24,200319_FAL_B_2,164,164.8,166,1003,1006.85,1013
3/19/20,12:51:24,200319_FAL_B_2,162,163.61,165,992,998.23,1003
3/19/20,12:52:24,200319_FAL_B_2,160,160.95,162,983,986.48,992
3/19/20,12:53:24,200319_FAL_B_2,159,160.1,161,976,978.95,984
3/19/20,12:54:24,200319_FAL_B_2,159,159.96,162,971,973.65,976
3/19/20,12:55:24,200319_FAL_B_2,157,158.21,160,961,967.11,971
3/19/20,12:56:24,200319_FAL_B_2,156,156.95,158,956,958.71,962
3/19/20,12:57:24,200319_FAL_B_2,156,156.71,158,956,957.46,960
3/19/20,12:58:24,200319_FAL_B_2,155,155.85,156,953,954.13,956
3/19/20,12:59:24,200319_FAL_B_2,152,154.35,156,932,945.86,954
3/19/20,13:00:24,200319_FAL_B_2,154,155.56,156,936,946.86,949
3/19/20,13:01:24,200319_FAL_B_2,154,155.16,157,941,943.73,947
3/19/20,13:02:24,200319_FAL_B_2,152,154.88,156,919,940.06,945
3/19/20,13:03:24,200319_FAL_B_2,154,154.81,156,939,941.6,944
3/19/20,13:04:24,200319_FAL_B_2,131,145.78,155,810,887.7,939
3/19/20,13:05:24,200319_FAL_B_2,152,153.95,155,919,933.56,941
3/19/20,13:06:24,200319_FAL_B_2,149,152.73,154,902,928.91,936
3/19/20,13:07:24,200319_FAL_B_2,152,153.53,155,923,929.13,935
3/19/20,13:08:24,200319_FAL_B_2,153,153.56,155,921,926.66,934
3/19/20,13:09:24,200319_FAL_B_2,152,152.4,154,919,921.5,925
3/19/20,13:10:24,200319_FAL_B_2,152,153.06,154,912,921.16,924
3/19/20,13:11:24,200319_FAL_B_2,151,153.03,155,912,918.66,926
3/19/20,13:12:24,200319_FAL_B_2,153,154.66,156,919,925.75,930
3/19/20,13:13:24,200319_FAL_B_2,153,153.98,155,917,920.7,924
3/19/20,13:14:24,200319_FAL_B_2,153,154.63,156,917,925.51,932
3/19/20,13:15:24,200319_FAL_B_2,156,157.68,159,930,935.98,940
3/19/20,13:16:24,200319_FAL_B_2,133,144.11,159,230,518.83,950
3/19/20,13:17:24,200319_FAL_B_2,132,132.8,134,231,233.98,237
3/19/20,13:21:24,200319_TRI_B_2,173,183.91,198,697,952.68,1006
3/19/20,13:22:24,200319_TRI_B_2,182,187.51,192,948,955.3,963
3/19/20,13:23:24,200319_TRI_B_2,185,187.75,191,957,958.81,962
3/19/20,13:24:24,200319_TRI_B_2,187,187.98,189,959,959.85,961
3/19/20,13:25:24,200319_TRI_B_2,185,187.41,193,958,960.66,967
3/19/20,13:26:24,200319_TRI_B_2,186,188.11,191,962,964.65,967
3/19/20,13:27:24,200319_TRI_B_2,186,189.16,195,960,963.66,967
3/19/20,13:28:24,200319_TRI_B_2,183,185.85,189,943,954.43,964
3/19/20,13:29:24,200319_TRI_B_2,164,181.51,187,853,935.78,968
3/19/20,13:30:24,200319_TRI_B_2,155,174.46,192,806,886.93,963
3/19/20,13:31:24,200319_TRI_B_2,137,166.05,192,717,845.73,957
3/19/20,13:32:24,200319_TRI_B_2,155,180.68,199,798,920.83,994
3/19/20,13:33:24,200319_TRI_B_2,191,193.33,195,976,983.91,990
3/19/20,13:34:24,200319_TRI_B_2,190,192.85,197,967,972.28,975
3/19/20,13:35:24,200319_TRI_B_2,188,191.43,195,958,962.43,969
3/19/20,13:36:24,200319_TRI_B_2,190,193.26,196,967,970.61,975
3/19/20,13:37:24,200319_TRI_B_2,191,193.13,195,969,972.71,976
3/19/20,13:38:24,200319_TRI_B_2,192,192.98,195,975,976.01,980
3/19/20,13:39:24,200319_TRI_B_2,193,194.78,197,981,984.28,987
3/19/20,13:40:24,200319_TRI_B_2,195,196.9,201,987,989.3,992
3/19/20,13:41:24,200319_TRI_B_2,195,196.53,200,992,993.45,995
3/19/20,13:42:24,200319_TRI_B_2,197,198.56,203,994,994.81,996
3/19/20,13:43:24,200319_TRI_B_2,195,196.83,200,989,991.33,995
3/19/20,13:44:24,200319_TRI_B_2,193,195.3,198,978,984.05,990
3/19/20,13:45:24,200319_TRI_B_2,193,195.23,201,977,977.75,979
3/19/20,13:46:24,200319_TRI_B_2,192,195,199,968,971.46,977
3/19/20,13:47:24,200319_TRI_B_2,191,194.05,197,967,968.51,970
3/19/20,13:48:24,200319_TRI_B_2,190,191.56,195,960,962.86,968
3/19/20,13:49:24,200319_TRI_B_2,188,190.48,195,956,958.73,963
3/19/20,13:50:24,200319_TRI_B_2,189,189.9,193,958,959.6,961
3/19/20,13:58:24,200319_RYE_B_1,195,200.21,211,260,946.66,998
3/19/20,13:59:24,200319_RYE_B_1,167,186.83,204,804,890.46,974
3/19/20,14:00:24,200319_RYE_B_1,81,162.85,214,409,778.45,993
3/19/20,14:01:24,200319_RYE_B_1,185,208.05,219,873,979.23,1004
3/19/20,14:02:24,200319_RYE_B_1,206,215.3,220,982,1018.93,1028
3/19/20,14:03:24,200319_RYE_B_1,134,184.4,215,645,867.36,1006
3/19/20,14:04:24,200319_RYE_B_1,185,213.33,229,880,997.88,1035
3/19/20,14:05:24,200319_RYE_B_1,215,218.6,224,1018,1026.25,1031
3/19/20,14:06:24,200319_RYE_B_1,130,180.3,219,620,853.33,1032
3/19/20,14:07:24,200319_RYE_B_1,139,186.33,221,662,873.75,1016
3/19/20,14:08:24,200319_RYE_B_1,97,135.38,181,463,639.06,842
3/19/20,14:09:24,200319_RYE_B_1,85,135.28,174,414,637.73,805
3/19/20,14:10:24,200319_RYE_B_1,110,169.78,238,526,788.08,1083
3/19/20,14:11:24,200319_RYE_B_1,95,161.33,239,458,754.58,1084
3/19/20,14:12:24,200319_RYE_B_1,139,161.93,196,664,757.48,909
3/19/20,14:13:24,200319_RYE_B_1,132,196.46,223,636,913.11,1027
3/19/20,14:14:24,200319_RYE_B_1,204,218.45,224,963,1018.01,1036
3/19/20,14:15:24,200319_RYE_B_1,198,212.56,221,931,994,1023
3/19/20,14:16:24,200319_RYE_B_1,155,201.81,218,733,942.01,1012
3/19/20,14:17:24,200319_RYE_B_1,175,203.66,222,810,930.15,990
3/19/20,14:18:24,200319_RYE_B_1,205,213.25,218,950,982.71,1004
3/19/20,14:19:24,200319_RYE_B_1,200,214.75,225,924,982.26,1014
3/19/20,14:20:24,200319_RYE_B_1,123,186.05,223,588,861.95,1017
3/19/20,14:21:24,200319_RYE_B_1,130,192.8,236,625,894.65,1071
3/19/20,14:22:24,200319_RYE_B_1,215,230.51,238,992,1059.21,1077
3/19/20,14:23:24,200319_RYE_B_1,226,234.4,242,1030,1065.96,1073
3/19/20,14:24:24,200319_RYE_B_1,202,229.16,241,931,1041.18,1072
3/19/20,14:25:24,200319_RYE_B_1,220,228.03,236,1023,1044.35,1063
3/19/20,14:26:24,200319_RYE_B_1,166,208.73,232,781,961.16,1041
3/19/20,14:27:24,200319_RYE_B_1,213,225.91,234,975,1035.51,1059
3/19/20,14:36:24,200319_RYE_B_2,159,201.2,224,720,892.66,987
3/19/20,14:37:24,200319_RYE_B_2,135,161.03,190,613,726.28,844
3/19/20,14:38:24,200319_RYE_B_2,129,166.35,224,584,742.08,988
3/19/20,14:39:24,200319_RYE_B_2,102,156.63,203,460,699.63,893
3/19/20,14:40:24,200319_RYE_B_2,84,92.73,100,385,421.45,453
3/19/20,14:41:24,200319_RYE_B_2,84,92.36,111,385,418.2,488
3/19/20,14:42:24,200319_RYE_B_2,108,124.35,140,487,556,619
3/19/20,14:43:24,200319_RYE_B_2,125,140.66,174,557,630.9,775
3/19/20,14:44:24,200319_RYE_B_2,175,200.81,221,784,895.53,981
3/19/20,14:45:24,200319_RYE_B_2,167,222.38,254,752,980.71,1117
3/19/20,14:46:24,200319_RYE_B_2,169,220.45,249,756,973.15,1095
3/19/20,14:47:24,200319_RYE_B_2,126,170.25,209,574,757.63,921
3/19/20,14:48:24,200319_RYE_B_2,170,197.28,222,732,862.08,973
3/19/20,14:49:24,200319_RYE_B_2,198,217.35,230,866,950.95,1000
3/19/20,14:50:24,200319_RYE_B_2,143,186.25,231,633,819,999
3/19/20,14:51:24,200319_RYE_B_2,120,141.36,162,540,629.71,714
3/19/20,14:52:24,200319_RYE_B_2,124,161.65,202,560,714.76,872
3/19/20,14:53:24,200319_RYE_B_2,104,122.96,136,472,552.73,608
3/19/20,14:54:24,200319_RYE_B_2,101,109.86,130,456,495.25,583
3/19/20,14:55:24,200319_RYE_B_2,105,139.53,217,462,614.75,940
3/19/20,14:56:24,200319_RYE_B_2,216,250.31,268,939,1084.95,1150
3/19/20,14:57:24,200319_RYE_B_2,161,207.56,258,713,906.3,1120
3/19/20,14:58:24,200319_RYE_B_2,121,173.81,221,541,764,964
3/19/20,14:59:24,200319_RYE_B_2,165,192.23,218,717,841.61,945
3/19/20,15:00:24,200319_RYE_B_2,137,168.93,212,608,740.96,926
3/19/20,15:01:24,200319_RYE_B_2,168,196.4,237,749,860.53,1009
3/19/20,15:02:24,200319_RYE_B_2,165,216.76,253,728,945.31,1093
3/19/20,15:03:24,200319_RYE_B_2,166,228.53,264,729,994.23,1123
3/19/20,15:04:24,200319_RYE_B_2,146,185.2,218,648,810.23,941
3/19/20,15:05:24,200319_RYE_B_2,121,156.7,205,532,687.9,893
3/19/20,15:11:24,200319_FAL_A_3,86,94.76,124,322,432.55,604
3/19/20,15:12:24,200319_FAL_A_3,100,117.58,156,488,572.2,744
3/19/20,15:13:24,200319_FAL_A_3,87,91.7,99,429,450.06,485
3/19/20,15:14:24,200319_FAL_A_3,87,90.28,101,426,441.46,488
3/19/20,15:15:24,200319_FAL_A_3,101,108.18,115,490,522.83,556
3/19/20,15:16:24,200319_FAL_A_3,97,100.35,105,473,489.3,509
3/19/20,15:17:24,200319_FAL_A_3,94,95.86,100,460,467.45,487
3/19/20,15:18:24,200319_FAL_A_3,86,89.35,95,423,438.33,463
3/19/20,15:19:24,200319_FAL_A_3,86,86.66,88,420,423.68,433
3/19/20,15:20:24,200319_FAL_A_3,89,97.31,106,435,472.3,516
3/19/20,15:21:24,200319_FAL_A_3,94,101.7,111,456,493.23,538
3/19/20,15:22:24,200319_FAL_A_3,112,150.36,177,542,711.51,831
3/19/20,15:23:24,200319_FAL_A_3,91,103.66,137,441,500.01,658
3/19/20,15:24:24,200319_FAL_A_3,96,135.03,184,458,636.66,852
3/19/20,15:25:24,200319_FAL_A_3,83,114.53,152,404,548.25,713
3/19/20,15:26:24,200319_FAL_A_3,83,85.93,91,401,414.31,440
3/19/20,15:27:24,200319_FAL_A_3,85,95.78,106,415,460.15,504
3/19/20,15:28:24,200319_FAL_A_3,99,113.75,138,476,542.65,650
3/19/20,15:29:24,200319_FAL_A_3,99,135.3,191,475,639.58,887
3/19/20,15:30:24,200319_FAL_A_3,118,169.06,222,561,784.76,1016
3/19/20,15:31:24,200319_FAL_A_3,94,125.05,220,450,589.75,1009
3/19/20,15:32:24,200319_FAL_A_3,101,127.45,183,478,598.08,844
3/19/20,15:33:24,200319_FAL_A_3,86,100.21,122,408,476.38,573
3/19/20,15:34:24,200319_FAL_A_3,88,95.65,123,421,455.11,579
3/19/20,15:35:24,200319_FAL_A_3,96,110.05,129,456,518.55,600
3/19/20,15:36:24,200319_FAL_A_3,83,90.38,116,397,430.8,545
3/19/20,15:37:24,200319_FAL_A_3,84,114.68,175,403,539.11,802
3/19/20,15:38:24,200319_FAL_A_3,85,111.83,197,407,528.56,899
3/19/20,15:39:24,200319_FAL_A_3,84,89.1,97,403,425.86,465
3/19/20,15:40:24,200319_FAL_A_3,98,181.85,241,460,832.56,1090
3/24/20,10:05:41,200324_TRI_A_2,86,107.21,109,220,486.33,494
3/24/20,10:06:41,200324_TRI_A_2,109,109.08,110,495,495.98,497
3/24/20,10:07:41,200324_TRI_A_2,109,109.78,110,497,499.5,500
3/24/20,10:08:41,200324_TRI_A_2,110,110.23,111,500,502.38,505
3/24/20,10:09:41,200324_TRI_A_2,111,111.5,112,505,507.2,509
3/24/20,10:10:41,200324_TRI_A_2,112,112,112,509,509.65,512
3/24/20,10:11:41,200324_TRI_A_2,112,112.56,113,512,513.88,516
3/24/20,10:12:41,200324_TRI_A_2,112,112.93,113,515,515.95,518
3/24/20,10:13:41,200324_TRI_A_2,113,113.83,115,518,521,523
3/24/20,10:14:41,200324_TRI_A_2,114,114.31,115,521,523.96,527
3/24/20,10:15:41,200324_TRI_A_2,114,114.85,115,525,526.36,528
3/24/20,10:16:41,200324_TRI_A_2,115,115.48,116,527,530.06,531
3/24/20,10:17:41,200324_TRI_A_2,115,116.11,117,530,532.65,535
3/24/20,10:18:41,200324_TRI_A_2,115,116.25,117,532,534.25,537
3/24/20,10:19:41,200324_TRI_A_2,117,117.18,118,536,537.58,540
3/24/20,10:20:41,200324_TRI_A_2,116,117.55,119,536,540.41,543
3/24/20,10:21:41,200324_TRI_A_2,117,118.95,120,540,547.78,551
3/24/20,10:22:41,200324_TRI_A_2,118,118.81,120,544,548.91,553
3/24/20,10:23:41,200324_TRI_A_2,119,119.78,121,552,553.61,558
3/24/20,10:24:41,200324_TRI_A_2,120,121.11,123,557,560.33,566
3/24/20,10:25:41,200324_TRI_A_2,119,120.93,123,551,560.63,566
3/24/20,10:26:41,200324_TRI_A_2,118,121.06,123,550,563.61,574
3/24/20,10:27:41,200324_TRI_A_2,120,122.66,124,561,572.95,578
3/24/20,10:28:41,200324_TRI_A_2,117,122.96,124,549,577.48,583
3/24/20,10:29:41,200324_TRI_A_2,122,123.66,125,575,582.36,586
3/24/20,10:30:41,200324_TRI_A_2,122,123.55,124,577,582.95,587
3/24/20,10:31:41,200324_TRI_A_2,124,124.38,125,585,586.85,589
3/24/20,10:32:41,200324_TRI_A_2,124,125.6,126,589,592.11,595
3/24/20,10:33:41,200324_TRI_A_2,124,125.01,126,589,590.93,595
3/24/20,10:34:41,200324_TRI_A_2,125,125.76,127,594,595.95,599
3/24/20,10:40:41,200324_TRI_A_3,122,125.36,136,531,612.58,622
3/24/20,10:41:41,200324_TRI_A_3,122,123.05,124,612,614.85,617
3/24/20,10:42:41,200324_TRI_A_3,123,123.75,125,615,618.28,624
3/24/20,10:43:41,200324_TRI_A_3,124,124.36,125,621,622.78,625
3/24/20,10:44:41,200324_TRI_A_3,124,124.98,125,624,626.85,629
3/24/20,10:45:41,200324_TRI_A_3,124,125,126,628,629.48,632
3/24/20,10:46:41,200324_TRI_A_3,124,125.01,126,627,630.91,633
3/24/20,10:47:41,200324_TRI_A_3,125,125.23,126,629,632.6,635
3/24/20,10:48:41,200324_TRI_A_3,125,125.33,126,632,634.51,637
3/24/20,10:49:41,200324_TRI_A_3,125,125.63,126,635,637.2,641
3/24/20,10:50:41,200324_TRI_A_3,126,126.91,127,642,643.4,646
3/24/20,10:51:41,200324_TRI_A_3,126,126.81,127,643,644.23,646
3/24/20,10:52:41,200324_TRI_A_3,126,126.8,127,642,646.01,648
3/24/20,10:53:41,200324_TRI_A_3,126,127.43,129,644,649.5,655
3/24/20,10:54:41,200324_TRI_A_3,128,128.9,130,651,656.68,659
3/24/20,10:55:41,200324_TRI_A_3,129,129.86,131,656,661.26,665
3/24/20,10:56:41,200324_TRI_A_3,129,130.05,131,662,663.2,665
3/24/20,10:57:41,200324_TRI_A_3,128,128.95,130,656,660.96,665
3/24/20,10:58:41,200324_TRI_A_3,129,129.38,130,662,665.71,669
3/24/20,10:59:41,200324_TRI_A_3,129,129.55,130,666,669.58,672
3/24/20,11:00:41,200324_TRI_A_3,129,129.85,131,671,673.46,676
3/24/20,11:01:41,200324_TRI_A_3,130,130.33,132,674,676.8,680
3/24/20,11:02:41,200324_TRI_A_3,129,130.73,131,672,679.6,682
3/24/20,11:03:41,200324_TRI_A_3,131,132.03,133,682,687.48,691
3/24/20,11:04:41,200324_TRI_A_3,131,132.15,133,688,690.45,692
3/24/20,11:05:41,200324_TRI_A_3,132,132.55,133,691,692.71,695
3/24/20,11:06:41,200324_TRI_A_3,132,132.63,133,692,694.78,697
3/24/20,11:07:41,200324_TRI_A_3,132,133.15,134,691,697.91,702
3/24/20,11:08:41,200324_TRI_A_3,133,133.8,134,698,701.36,703
3/24/20,11:09:41,200324_TRI_A_3,133,133.95,135,700,704.43,709
3/24/20,11:15:41,200324_FAL_A_2,165,168.38,169,554,717.11,733
3/24/20,11:16:41,200324_FAL_A_2,169,169.21,170,720,721,723
3/24/20,11:17:41,200324_FAL_A_2,170,170.78,172,723,725.3,726
3/24/20,11:18:41,200324_FAL_A_2,170,170.26,171,724,725.51,727
3/24/20,11:19:41,200324_FAL_A_2,170,170.8,172,724,726.56,728
3/24/20,11:20:41,200324_FAL_A_2,167,171.15,174,708,727.75,736
3/24/20,11:21:41,200324_FAL_A_2,172,172.56,174,734,735.65,737
3/24/20,11:22:41,200324_FAL_A_2,170,172.28,174,726,736.13,740
3/24/20,11:23:41,200324_FAL_A_2,170,174.5,176,729,742.71,746
3/24/20,11:24:41,200324_FAL_A_2,174,174.41,175,742,744.16,746
3/24/20,11:25:41,200324_FAL_A_2,175,175.6,177,746,747.06,748
3/24/20,11:26:41,200324_FAL_A_2,174,176.4,177,743,750.45,753
3/24/20,11:27:41,200324_FAL_A_2,176,176.76,177,753,754.18,755
3/24/20,11:28:41,200324_FAL_A_2,176,176.45,177,750,754.2,757
3/24/20,11:29:41,200324_FAL_A_2,168,175.53,177,721,750.21,756
3/24/20,11:30:41,200324_FAL_A_2,175,178.21,180,746,759.38,763
3/24/20,11:31:41,200324_FAL_A_2,175,178.16,179,747,761.85,766
3/24/20,11:32:41,200324_FAL_A_2,178,179.35,180,753,764.91,768
3/24/20,11:33:41,200324_FAL_A_2,178,180.1,181,753,768.1,771
3/24/20,11:34:41,200324_FAL_A_2,180,181.1,182,766,771.81,774
3/24/20,11:35:41,200324_FAL_A_2,180,181.46,182,769,773.4,776
